Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Return,ret,ret_mean,ret_std,ret_z,log_vol,vol_mean,vol_std,vol_z,intraday_range,range_pct,anomaly_flag,type
AAPL,2018-04-05,172.5800018310547,174.22999572753906,172.0800018310547,172.8000030517578,168.00912475585938,26933200.0,0.0069341778037173,0.006934177803717301,0.00014368403949672,0.016848414078177484,0.4030345961769666,17.108870321444808,17.301617734642836,0.21789699275189325,-0.8845804192327608,0.012442094088623363,31.746031746031743,0,normal
AAPL,2018-04-06,170.97000122070312,172.47999572753906,168.1999969482422,168.3800048828125,163.71170043945312,35005300.0,-0.0255785173730951,-0.025578517373095133,0.00025651500258692044,0.016870038941661558,-1.531415100167962,17.37101006512807,17.307529994205634,0.21042466708866311,0.3016759955033543,0.02541868782030044,73.01587301587301,0,normal
AAPL,2018-04-09,169.8800048828125,173.08999633789062,169.85000610351562,170.0500030517578,165.33538818359375,29017700.0,0.0099179700643394,0.009917970064339476,-0.00022322227371923245,0.01717029535937348,0.5906242219952554,17.183416581055408,17.31224772709794,0.2106972139689352,-0.6114515878768443,0.01905316187138703,57.14285714285714,0,normal
AAPL,2018-04-10,173.0,174.0,171.52999877929688,173.25,168.44667053222656,28408600.0,0.018818006131742,0.018818006131742004,-0.00024651228404896984,0.01715528407520899,1.111291327628961,17.162202509393666,17.32173864272666,0.19936098557604343,-0.800237483136552,0.01425686130275974,34.92063492063492,0,normal
AAPL,2018-04-11,172.22999572753906,173.9199981689453,171.6999969482422,172.44000244140625,167.65911865234375,22431600.0,-0.004675378132405,-0.004675378132405039,0.00011114145796994834,0.017315947465356814,-0.27642262139863544,16.92598128156839,17.315795080859953,0.2022869760650728,-1.9270335978830662,0.012874050042173155,30.158730158730158,0,normal
AAPL,2018-04-12,173.41000366210938,175.0,173.0399932861328,174.13999938964844,169.31199645996094,22889300.0,0.0098585619494073,0.009858561949407374,3.874963368513717e-05,0.017326436952380647,0.5667531266070834,16.946180154109918,17.29857049835596,0.2194692834411083,-1.605647672971978,0.011255350411949628,14.285714285714285,0,normal
AAPL,2018-04-13,174.77999877929688,175.83999633789062,173.85000610351562,174.72999572753906,169.88560485839844,25124300.0,0.0033878780619844,0.003387878061984484,0.00019887765047167682,0.01737047794732654,0.18358737285082136,17.039346103060982,17.283073257977577,0.23256661603518933,-1.0479885680570633,0.011388944560372122,15.873015873015872,0,normal
AAPL,2018-04-16,175.02999877929688,176.19000244140625,174.8300018310547,175.82000732421875,170.94541931152344,21578400.0,0.0062384005637696,0.006238400563769675,0.00016248987538776516,0.017361208838662476,0.34997048562950206,16.887203418663447,17.275640698200323,0.23793970629035097,-1.632502979821611,0.007735186859841667,1.5873015873015872,0,normal
AAPL,2018-04-17,176.49000549316406,178.94000244140625,176.41000366210938,178.24000549316406,173.29830932617188,26605400.0,0.0137639839904726,0.013763983990472628,9.76007690129584e-05,0.01733021952711233,0.788586849697965,17.096624798253842,17.273135947531234,0.2418957431025606,-0.7296992787614021,0.014194337417667475,33.33333333333333,0,normal
AAPL,2018-04-18,177.80999755859375,178.82000732421875,176.8800048828125,177.83999633789062,172.90939331054688,20754500.0,-0.0022441997105292,-0.002244199710529249,0.00039674697934432066,0.017401874754609338,-0.15176219385063935,16.848273696780833,17.254432572120866,0.23951125051430375,-1.6957820330689513,0.01090869591405245,9.523809523809524,0,normal
AAPL,2018-04-19,173.75999450683594,175.38999938964844,172.66000366210938,172.8000030517578,168.00912475585938,34808800.0,-0.0283400945481693,-0.028340094548169326,9.896108993973702e-05,0.017281685633984804,-1.6456181555682887,17.36538081506916,17.23170909555383,0.2545965909388002,0.5250334225703064,0.015798586107208357,44.44444444444444,0,normal
AAPL,2018-04-20,170.60000610351562,171.22000122070312,165.42999267578125,165.72000122070312,161.1254119873047,65491100.0,-0.0409722553971856,-0.04097225539718563,-0.0003650610265351496,0.017648584330493756,-2.300875447584096,17.997424828779902,17.25893878139739,0.23523489769238354,3.1393558295429007,0.03493850170330882,84.12698412698413,1,volume_shock
AAPL,2018-04-23,166.8300018310547,166.9199981689453,164.08999633789062,165.24000549316406,160.65875244140625,36515500.0,-0.0028962504433205,-0.002896250443320536,-0.0009445766469394415,0.018369984274286984,-0.10624254039851905,17.413247413331106,17.2860584788793,0.28355546848486535,0.44855045515933606,0.017126614239744528,46.03174603174603,0,normal
AAPL,2018-04-24,165.6699981689453,166.3300018310547,161.22000122070312,162.94000244140625,158.42251586914062,33692000.0,-0.0139191705293566,-0.01391917052935665,-0.0008606914968436957,0.018348460275339908,-0.7116934520147928,17.332771008098028,17.279975865324612,0.27914942089452704,0.1891286129279267,0.03136124054121783,82.53968253968253,0,normal
AAPL,2018-04-25,162.6199951171875,165.4199981689453,162.41000366210938,163.64999389648438,159.11280822753906,28382100.0,0.0043572869336869,0.004357286933686977,-0.0010852158388291648,0.018421349389770452,0.29544539096242395,17.161269257963763,17.270594254211602,0.2735893345036881,-0.39959524170107996,0.018392878821247544,50.79365079365079,0,normal
AAPL,2018-04-26,164.1199951171875,165.72999572753906,163.3699951171875,164.22000122070312,159.66700744628906,27963000.0,0.0034830584974496,0.003483058497449676,-0.0007632175831760624,0.01833479931835243,0.2315965398309748,17.146392801472945,17.25727614358358,0.27168259817167767,-0.40813560697976076,0.014370969387461182,33.33333333333333,0,normal
AAPL,2018-04-27,164.0,164.3300018310547,160.6300048828125,162.32000732421875,157.81968688964844,35655800.0,-0.0115698326547646,-0.011569832654764634,-0.0004245811114982504,0.018210699798553272,-0.6120166532069132,17.389422412484585,17.239142797935745,0.2654019097540771,0.5662341114579378,0.02279446021002079,63.49206349206349,0,normal
AAPL,2018-04-30,162.1300048828125,167.25999450683594,161.83999633789062,165.25999450683594,160.6781768798828,42427400.0,0.0181123790483319,0.01811237904833196,-0.0006453336140437463,0.018260901045672493,1.0272063035367551,17.56330496147258,17.23172214950028,0.25850393995701026,1.2826992579975494,0.032796795044799036,82.53968253968253,0,normal
AAPL,2018-05-01,166.41000366210938,169.1999969482422,165.27000427246094,169.10000610351562,164.4116973876953,53569400.0,0.0232360148734045,0.023236014873404542,-2.92893211594432e-05,0.018228110214512292,1.2763420848773088,17.796488586163118,17.236473386697178,0.2638393862263186,2.1225610303139715,0.023240641832830453,63.49206349206349,0,normal
AAPL,2018-05-02,175.22999572753906,177.75,173.8000030517578,176.57000732421875,171.67462158203125,66539400.0,0.0441752278562601,0.04417522785626016,0.0004330949910934752,0.01844511300352194,2.371475461105307,18.01330482641009,17.25334600939551,0.287884928241261,2.6398006372104934,0.022370712943275712,58.730158730158735,1,volume_shock
AAPL,2018-05-03,175.8800048828125,177.5,174.44000244140625,176.88999938964844,171.98573303222656,34068200.0,0.0018122157330437,0.0018122157330437982,0.0010905587467852419,0.019249854046998135,0.03748895885115,17.34387498519048,17.290839955073075,0.3320255108275043,0.15973179285298889,0.01729887257138416,41.269841269841265,0,normal
AAPL,2018-05-04,178.25,184.25,178.1699981689453,183.8300018310547,178.7333221435547,56201300.0,0.0392334235658009,0.03923342356580095,0.0010861443576220093,0.019249652969464192,1.9817125674261313,17.844450464062167,17.2900948012331,0.3318811881214054,1.670343733451619,0.033074045425090036,82.53968253968253,0,normal
AAPL,2018-05-07,185.17999267578125,187.6699981689453,184.75,185.16000366210932,180.02645874023438,42451400.0,0.0072350056563099,0.007235005656309967,0.00239762695719522,0.01898334445867807,0.25482225798749497,17.563870473710594,17.325122427072024,0.35011460433717384,0.6819139895365407,0.01577013453874139,34.92063492063492,0,normal
AAPL,2018-05-08,184.9900054931641,186.22000122070312,183.6699981689453,186.0500030517578,180.8917694091797,28402800.0,0.0048065749612611,0.004806574961261134,0.002909048380602538,0.018665094177787295,0.10166177371431531,17.161998325028698,17.334306256052145,0.35388758673069026,-0.4869001837992519,0.013706009190703531,25.396825396825395,0,normal
AAPL,2018-05-09,186.5500030517578,187.3999938964844,185.22000122070312,187.3600006103516,182.1654510498047,23211200.0,0.0070411254463651,0.0070411254463651485,0.00232198481147125,0.017991912488032422,0.262292329291447,16.960145521849423,17.33328633909849,0.3543747285764009,-1.0529554936043337,0.011635315268358482,12.698412698412698,0,normal
AAPL,2018-05-10,187.7400054931641,190.3699951171875,187.6499938964844,190.0399932861328,184.77114868164065,27989300.0,0.0143040165784431,0.014304016578443157,0.0027735434618155275,0.017742017272957065,0.6498963978691835,17.147332887975086,17.323664577786857,0.3619149909631599,-0.487218529805859,0.01431278318668292,31.746031746031743,0,normal
AAPL,2018-05-11,189.4900054931641,190.0599975585937,187.4499969482422,188.58999633789065,184.06842041015625,26212200.0,-0.0038032359299513,-0.003803235929951354,0.0034373604273222,0.01736887083916603,-0.4168720249186454,17.081735547355677,17.334205130472892,0.35286377726741175,-0.7154873902681285,0.013839549610443022,28.57142857142857,0,normal
AAPL,2018-05-14,189.009994506836,189.52999877929688,187.8600006103516,188.1499938964844,183.6389617919922,20778800.0,-0.0023331466484425,-0.00233314664844253,0.003182841894822608,0.017355405047071414,-0.31782539954006533,16.8494438422594,17.34066014919888,0.34659482120082236,-1.4172638391929684,0.008875887446821162,3.1746031746031744,0,normal
AAPL,2018-05-15,186.77999877929688,187.07000732421875,185.1000061035156,186.44000244140625,181.969970703125,23695200.0,-0.0090884367488291,-0.009088436748829198,0.002506462238758583,0.01670451045792871,-0.6941178561796357,16.980783096150127,17.331617184398805,0.3571656078073574,-0.9822728744865773,0.010566408468709813,6.349206349206349,0,normal
