Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return
2018-02-22,165.5399932861328,166.4199981689453,164.3800048828125,164.8000030517578,161.7388458251953,37074400.0,QQQ,-0.00012121495685035732
2018-02-23,166.1300048828125,168.1699981689453,165.4499969482422,168.1699981689453,165.04620361328125,50096900.0,QQQ,0.020448753490305505
2018-02-26,168.9600067138672,170.39999389648438,168.82000732421875,170.39999389648438,167.23477172851562,39266700.0,QQQ,0.013260335998775297
2018-02-27,170.4499969482422,170.72999572753906,168.2100067138672,168.2899932861328,165.1639862060547,42209900.0,QQQ,-0.012382505749597317
2018-02-28,169.25,169.8000030517578,167.10000610351562,167.2100067138672,164.10406494140625,42936300.0,QQQ,-0.006417387282758535
2018-03-01,167.3000030517578,168.07000732421875,163.0,164.47999572753906,161.42474365234375,76809900.0,QQQ,-0.016326964783103692
2018-03-02,162.5,166.27999877929688,161.9600067138672,165.99000549316406,162.90670776367188,57445100.0,QQQ,0.00918052634185873
2018-03-05,165.2100067138672,168.25999450683594,164.58999633789062,167.8300018310547,164.71255493164062,38540200.0,QQQ,0.011085161518262776
2018-03-06,168.64999389648438,169.11000061035156,167.47999572753906,168.5399932861328,165.40931701660156,29480900.0,QQQ,0.004230169857119437
2018-03-07,167.25,169.07000732421875,166.9600067138672,168.92999267578125,165.79208374023438,34609400.0,QQQ,0.0023140578205422813
2018-03-08,169.6300048828125,169.97999572753906,168.9499969482422,169.86000061035156,166.70484924316406,25828400.0,QQQ,0.0055054830263177035
2018-03-09,171.07000732421875,173.16000366210938,170.82000732421875,173.16000366210938,169.94351196289062,38310500.0,QQQ,0.019427525560474113
2018-03-12,173.6699981689453,174.47999572753906,173.27999877929688,174.0800018310547,170.84645080566406,37635000.0,QQQ,0.005313170431423098
2018-03-13,174.47999572753906,175.2100067138672,171.27000427246094,171.7100067138672,168.52047729492188,55638900.0,QQQ,-0.013614409311832665
2018-03-14,172.61000061035156,172.74000549316406,170.92999267578125,171.67999267578125,168.49099731445312,40536400.0,QQQ,-0.0001749341144884342
2018-03-15,171.8000030517578,172.52999877929688,170.89999389648438,171.52999877929688,168.34381103515625,28810400.0,QQQ,-0.0008735557486325707
2018-03-16,171.82000732421875,172.1999969482422,170.94000244140625,171.02000427246094,167.8433074951172,31176700.0,QQQ,-0.0029731032995001794
2018-03-19,169.10000610351562,169.22000122070312,165.63999938964844,167.10000610351562,164.2621612548828,71395100.0,QQQ,-0.021336246846413887
2018-03-20,167.1699981689453,168.0399932861328,166.61000061035156,167.64999389648438,164.80282592773438,34075700.0,QQQ,0.003291474242888004
2018-03-21,167.2100067138672,168.75999450683594,166.19000244140625,166.9199981689453,164.085205078125,43863500.0,QQQ,-0.004354420778707069
2018-03-22,164.61000061035156,165.77000427246094,162.58999633789062,162.8000030517578,160.03515625,66607300.0,QQQ,-0.0246825960097784
2018-03-23,162.61000061035156,163.3000030517578,158.42999267578125,158.50999450683594,155.81802368164062,80110400.0,QQQ,-0.026351288474212198
2018-03-26,161.72000122070312,164.60000610351562,159.16000366210938,164.39999389648438,161.6079864501953,57481500.0,QQQ,0.03715849188528053
2018-03-27,165.6199951171875,165.6199951171875,157.67999267578125,159.0800018310547,156.37835693359375,78889100.0,QQQ,-0.03235996952547415
2018-03-28,158.1699981689453,159.77999877929688,156.0399932861328,157.25,154.5794219970703,89369700.0,QQQ,-0.011503733456461385
2018-03-29,158.10000610351562,161.7100067138672,156.6300048828125,160.1300048828125,157.41050720214844,68692600.0,QQQ,0.018314761230843413
2018-04-02,158.99000549316406,159.74000549316406,153.8800048828125,155.50999450683594,152.86895751953125,85549400.0,QQQ,-0.028851629813916313
2018-04-03,156.8699951171875,157.9199981689453,154.44000244140625,157.25999450683594,154.58924865722656,64090000.0,QQQ,0.011253371290083747
2018-04-04,154.22000122070312,160.22999572753906,154.0399932861328,159.74000549316406,157.02716064453125,65768700.0,QQQ,0.015770255748576156
2018-04-05,161.3300018310547,161.5800018310547,159.47999572753906,160.64999389648438,157.92169189453125,43054900.0,QQQ,0.005696665763606168
2018-04-06,158.8800048828125,160.4600067138672,155.8800048828125,156.6300048828125,153.969970703125,59870900.0,QQQ,-0.02502329568534145
2018-04-09,157.97999572753906,160.8800048828125,157.4600067138672,157.72999572753906,155.05126953125,41810400.0,QQQ,0.007022790373909293
2018-04-10,160.2100067138672,161.72999572753906,159.07000732421875,161.2100067138672,158.47218322753906,48296800.0,QQQ,0.02206311310208009
2018-04-11,160.1999969482422,162.0,160.10000610351562,160.27999877929688,157.55796813964844,41622100.0,QQQ,-0.005768930983792719
2018-04-12,161.25,162.77000427246094,161.16000366210938,162.2100067138672,159.4552001953125,30467900.0,QQQ,0.012041485924612072
2018-04-13,163.02000427246094,163.25999450683594,160.6699981689453,161.3699951171875,158.62945556640625,44604900.0,QQQ,-0.0051785368422906375
2018-04-16,162.5,163.19000244140625,161.47999572753906,162.60000610351562,159.8385772705078,28180800.0,QQQ,0.007622302552727334
2018-04-17,164.24000549316406,166.4600067138672,163.91000366210938,166.10000610351562,163.27914428710938,35536100.0,QQQ,0.021525260518171496
2018-04-18,166.10000610351562,167.0,165.30999755859375,166.44000244140625,163.61337280273438,29573900.0,QQQ,0.002046976159045144
2018-04-19,165.60000610351562,165.99000549316406,164.33999633789062,164.91000366210938,162.10934448242188,34705700.0,QQQ,-0.00919257573233867
2018-04-20,164.49000549316406,164.61000061035156,161.72999572753906,162.3000030517578,159.5436553955078,49197100.0,QQQ,-0.015826904334884095
2018-04-23,163.08999633789062,163.72999572753906,161.02000427246094,161.88999938964844,159.14064025878906,33040600.0,QQQ,-0.002526049285505483
2018-04-24,162.66000366210938,162.91000366210938,157.38999938964844,158.4600067138672,155.76890563964844,70256800.0,QQQ,-0.021187137450607407
2018-04-25,158.74000549316406,159.30999755859375,156.47000122070312,158.64999389648438,155.95562744140625,52089300.0,QQQ,0.001198710365146738
2018-04-26,160.6999969482422,162.52999877929688,160.17999267578125,161.99000549316406,159.23895263671875,43005500.0,QQQ,0.021052944668803697
2018-04-27,164.3699951171875,164.41000366210938,161.1699981689453,162.08999633789062,159.33724975585938,51043400.0,QQQ,0.0006172931780383806
2018-04-30,162.47000122070312,163.47999572753906,160.5399932861328,160.94000244140625,158.20677185058594,35615300.0,QQQ,-0.007094875222244501
2018-05-01,160.52000427246094,162.8000030517578,160.13999938964844,162.77999877929688,160.0155029296875,36513500.0,QQQ,0.011432703277769685
2018-05-02,163.05999755859375,163.57000732421875,161.6300048828125,161.82000732421875,159.07183837890625,38646800.0,QQQ,-0.005897332030359026
2018-05-03,161.0,162.39999389648438,159.22000122070312,161.8000030517578,159.05215454101562,60337100.0,QQQ,-0.00012374181433505438
2018-05-04,161.10000610351562,165.25,160.97999572753906,164.8699951171875,162.0700225830078,41543200.0,QQQ,0.01897407834996634
2018-05-07,165.63999938964844,166.77999877929688,165.50999450683594,166.24000549316406,163.41677856445312,32500200.0,QQQ,0.00830971675070602
2018-05-08,165.88999938964844,166.42999267578125,164.86000061035156,166.07000732421875,163.24964904785156,26040200.0,QQQ,-0.00102271944208987
2018-05-09,166.3699951171875,168.0,165.77999877929688,167.8800048828125,165.02891540527344,29122700.0,QQQ,0.010899051653705749
2018-05-10,168.4199981689453,169.74000549316406,168.2899932861328,169.6199951171875,166.73934936523438,27067600.0,QQQ,0.010364450107185785
2018-05-11,169.4199981689453,169.86000061035156,168.72000122070312,169.4600067138672,166.58206176757812,24688800.0,QQQ,-0.0009433142102031056
2018-05-14,169.85000610351562,170.82000732421875,169.47000122070312,169.75,166.86715698242188,21821700.0,QQQ,0.0017114400663471585
2018-05-15,168.41000366210938,168.5,166.97999572753906,167.8699951171875,165.01905822753906,49361600.0,QQQ,-0.011075269623473605
2018-05-16,168.08999633789062,169.3699951171875,168.00999450683594,168.97999572753906,166.11019897460938,22941200.0,QQQ,0.006612210485202219
2018-05-17,168.38999938964844,169.61000061035156,167.50999450683594,168.3300018310547,165.47125244140625,27480200.0,QQQ,-0.0038465219905057246
2018-05-18,167.67999267578125,168.25999450683594,167.2100067138672,167.4600067138672,164.61605834960938,26217900.0,QQQ,-0.005168233630791552
2018-05-21,168.75999450683594,169.5,167.67999267578125,168.39999389648438,165.5400848388672,22954600.0,QQQ,0.005613222054529965
2018-05-22,169.1699981689453,169.4499969482422,167.8800048828125,168.17999267578125,165.3238067626953,19477700.0,QQQ,-0.0013064997301553971
2018-05-23,166.89999389648438,169.6199951171875,166.8800048828125,169.60000610351562,166.71969604492188,26557800.0,QQQ,0.008443365233116173
2018-05-24,169.5500030517578,169.85000610351562,167.83999633789062,169.5500030517578,166.6705322265625,27696500.0,QQQ,-0.0002948890834477691
2018-05-25,169.52999877929688,170.3300018310547,169.2100067138672,169.72000122070312,166.83766174316406,27460500.0,QQQ,0.0010027538423791338
2018-05-29,168.9499969482422,169.9199981689453,167.9600067138672,168.97000122070312,166.10037231445312,41220500.0,QQQ,-0.004419202600944749
2018-05-30,169.5800018310547,170.47999572753906,169.22000122070312,170.17999267578125,167.2898406982422,22665800.0,QQQ,0.00716114218899655
2018-05-31,170.17999267578125,171.1999969482422,169.6300048828125,170.07000732421875,167.1817169189453,35670900.0,QQQ,-0.0006463260341786903
2018-06-01,170.9199981689453,172.83999633789062,170.8699951171875,172.74000549316406,169.8063507080078,45543300.0,QQQ,0.015699287203366774
2018-06-04,173.17999267578125,174.33999633789062,173.07000732421875,174.3000030517578,171.3398895263672,20459600.0,QQQ,0.009031104030946313
2018-06-05,174.7100067138672,175.1300048828125,174.07000732421875,174.83999633789062,171.8706817626953,24779300.0,QQQ,0.0030978906184391253
2018-06-06,175.02000427246094,175.88999938964844,174.13999938964844,175.86000061035156,172.87338256835938,25036600.0,QQQ,0.005834042172756959
2018-06-07,175.88999938964844,175.92999267578125,173.5500030517578,174.42999267578125,171.46766662597656,39600300.0,QQQ,-0.00813147704694761
2018-06-08,173.61000061035156,174.8800048828125,173.17999267578125,174.44000244140625,171.4774932861328,31780300.0,QQQ,5.730911459633781e-05
2018-06-11,174.30999755859375,175.33999633789062,174.27999877929688,174.91000366210938,171.93951416015625,22319700.0,QQQ,0.0026943528574474573
2018-06-12,175.14999389648438,176.0,174.9600067138672,175.8300018310547,172.84388732910156,22511800.0,QQQ,0.005259833223111965
2018-06-13,176.10000610351562,177.13999938964844,175.42999267578125,175.82000732421875,172.83407592773438,37858600.0,QQQ,-5.676452617908723e-05
2018-06-14,176.6300048828125,177.88999938964844,176.5,177.60000610351562,174.5838623046875,35916000.0,QQQ,0.010124082114945532
2018-06-15,176.92999267578125,177.3300018310547,176.11000061035156,176.97999572753906,173.97438049316406,49615700.0,QQQ,-0.0034910546912965135
2018-06-18,175.49000549316406,176.64999389648438,174.94000244140625,176.5,173.87388610839844,31633200.0,QQQ,-0.0005776389861584796
2018-06-19,174.27000427246094,176.0399932861328,173.7100067138672,176.0,173.38131713867188,38236000.0,QQQ,-0.0028329094192988125
2018-06-20,176.80999755859375,177.97999572753906,176.64999389648438,177.25,174.61273193359375,33038000.0,QQQ,0.007102349983516332
2018-06-21,177.6999969482422,177.8800048828125,175.3699951171875,175.7100067138672,173.09564208984375,43469400.0,QQQ,-0.008688311711009478
2018-06-22,176.3000030517578,176.3699951171875,174.69000244140625,175.32000732421875,172.71144104003906,30073200.0,QQQ,-0.0022195882297560976
2018-06-25,173.72999572753906,173.99000549316406,169.80999755859375,171.3699951171875,168.82022094726562,77799700.0,QQQ,-0.022530181378495606
2018-06-26,172.0,173.05999755859375,171.3699951171875,172.07000732421875,169.509765625,39008100.0,QQQ,0.004084491027587012
2018-06-27,172.8000030517578,173.5800018310547,169.61000061035156,169.72999572753906,167.20458984375,52843500.0,QQQ,-0.013599073615319868
2018-06-28,169.52000427246094,171.77000427246094,169.1699981689453,171.19000244140625,168.64288330078125,46407700.0,QQQ,0.008601997459371846
2018-06-29,172.00999450683594,172.9199981689453,171.39999389648438,171.64999389648438,169.09603881835938,36408500.0,QQQ,0.00268707169083382
2018-07-02,170.0399932861328,172.85000610351562,169.6699981689453,172.8000030517578,170.22891235351562,31770000.0,QQQ,0.006699586478031927
2018-07-03,173.4499969482422,173.4499969482422,170.6300048828125,170.8000030517578,168.2586669921875,25512700.0,QQQ,-0.011574093578395783
2018-07-05,171.91000366210938,173.05999755859375,171.02999877929688,172.9199981689453,170.3471221923828,31626200.0,QQQ,0.012412170127867883
2018-07-06,173.32000732421875,175.74000549316406,173.0,175.61000061035156,172.9971160888672,37005600.0,QQQ,0.01555643478080948
2018-07-09,176.52000427246094,177.22999572753906,175.82000732421875,177.19000244140625,174.55361938476562,27362100.0,QQQ,0.00899727886272328
2018-07-10,177.52000427246094,177.72000122070312,176.7100067138672,177.32000732421875,174.6816864013672,23902500.0,QQQ,0.0007336829625930186
2018-07-11,175.92999267578125,177.07000732421875,175.8000030517578,176.4199981689453,173.79507446289062,30280600.0,QQQ,-0.005075586094580031
2018-07-12,177.1999969482422,179.4600067138672,177.0800018310547,179.4600067138672,176.78982543945312,27930100.0,QQQ,0.017231506622484627
2018-07-13,179.4499969482422,179.89999389648438,178.9499969482422,179.61000061035156,176.93759155273438,28049800.0,QQQ,0.0008358292843717585
2018-07-16,179.64999389648438,179.9499969482422,178.8800048828125,179.17999267578125,176.51397705078125,21405300.0,QQQ,-0.002394146423242538
2018-07-17,177.27999877929688,180.6499938964844,177.27999877929688,180.2700042724609,177.58778381347656,31034100.0,QQQ,0.006083409261048889
2018-07-18,180.2899932861328,180.44000244140625,179.3800048828125,179.92999267578125,177.25283813476562,23220800.0,QQQ,-0.0018860851321998995
2018-07-19,179.27999877929688,179.8800048828125,178.82000732421875,179.02999877929688,176.36622619628906,31094100.0,QQQ,-0.0050019618743846195
2018-07-20,179.57000732421875,180.1699981689453,178.7899932861328,178.99000549316406,176.3268280029297,35897300.0,QQQ,-0.00022338853764169997
2018-07-23,178.4600067138672,179.63999938964844,177.74000549316406,179.55999755859375,176.8883514404297,22184700.0,QQQ,0.0031845604203273314
2018-07-24,181.41000366210935,182.0500030517578,179.55999755859375,180.3000030517578,177.6173095703125,36900300.0,QQQ,0.00412100697387241
2018-07-25,180.3800048828125,182.92999267578125,180.2899932861328,182.82000732421875,180.09983825683594,35026600.0,QQQ,0.013976839827881227
2018-07-26,180.33999633789065,180.9199981689453,179.80999755859375,180.0500030517578,177.37103271484375,40873500.0,QQQ,-0.01515162683322735
2018-07-27,181.19000244140625,181.30999755859372,176.60000610351562,177.6199951171875,174.9772186279297,59456100.0,QQQ,-0.01349608247905143
2018-07-30,177.6300048828125,177.72999572753906,174.27000427246094,175.11000061035156,172.50454711914062,60193000.0,QQQ,-0.014131391092956691
2018-07-31,175.8000030517578,177.1300048828125,174.82000732421875,176.4499969482422,173.82461547851562,47285100.0,QQQ,0.007652368481993133
2018-08-01,176.86000061035156,177.64999389648438,176.10000610351562,177.1199951171875,174.48463439941406,37101900.0,QQQ,0.003797039441632011
2018-08-02,175.8699951171875,179.74000549316406,175.7899932861328,179.52999877929688,176.85877990722656,47178200.0,QQQ,0.013606616513737402
2018-08-03,179.8699951171875,180.08999633789062,179.0800018310547,180.0800018310547,177.40061950683594,28934400.0,QQQ,0.003063685048000364
2018-08-06,179.9600067138672,181.19000244140625,179.74000549316406,181.13999938964844,178.44482421875,24808800.0,QQQ,0.005886139038391747
2018-08-07,181.6499938964844,182.13999938964844,181.25999450683597,181.8000030517578,179.09503173828125,29895700.0,QQQ,0.003643745467978299
2018-08-08,181.5500030517578,182.3500061035156,181.05999755859372,182.0200042724609,179.31173706054688,22680700.0,QQQ,0.0012100018641627575
2018-08-09,181.91000366210935,182.6300048828125,181.63999938964844,181.91000366210935,179.20338439941406,18852900.0,QQQ,-0.0006042697645398665
2018-08-10,180.67999267578125,181.22000122070312,179.83999633789062,180.5200042724609,177.8340606689453,33818500.0,QQQ,-0.007641171147843684
2018-08-13,180.8500061035156,182.00999450683597,180.2400054931641,180.32000732421875,177.6370391845703,26089200.0,QQQ,-0.001107895099700662
2018-08-14,181.00999450683597,181.66000366210935,180.0399932861328,181.4499969482422,178.75021362304688,20913000.0,QQQ,0.006266567173076609
2018-08-15,180.00999450683594,180.5800018310547,178.1199951171875,179.22999572753906,176.56324768066406,58528000.0,QQQ,-0.01223475988115319
2018-08-16,180.6100006103516,180.9900054931641,179.47000122070312,179.82000732421875,177.14447021484375,27711800.0,QQQ,0.0032918658996967665
2018-08-17,179.35000610351562,180.30999755859372,178.27000427246094,179.86000061035156,177.1838836669922,36092600.0,QQQ,0.0002224932683512204
2018-08-20,180.25999450683597,180.3300018310547,179.0,179.6999969482422,177.0262451171875,24939000.0,QQQ,-0.0008896889860533497
2018-08-21,180.2400054931641,181.44000244140625,180.1300048828125,180.3600006103516,177.6764373779297,26258700.0,QQQ,0.003672858000867363
2018-08-22,179.97999572753906,181.2700042724609,179.75,181.05999755859372,178.36602783203125,18042400.0,QQQ,0.003881158719063915
2018-08-23,180.7400054931641,182.0500030517578,180.5,180.8000030517578,178.1099090576172,25776200.0,QQQ,-0.0014359167915947157
2018-08-24,181.3999938964844,182.6300048828125,181.3600006103516,182.47999572753903,179.764892578125,23136100.0,QQQ,0.009291922775461314
2018-08-27,183.3999938964844,184.33999633789065,183.1100006103516,184.33999633789065,181.5972137451172,29343600.0,QQQ,0.010192875487052389
2018-08-28,184.8300018310547,185.0200042724609,184.22000122070312,184.6100006103516,181.8631896972656,20277000.0,QQQ,0.0014646477589779217
2018-08-29,184.92999267578125,186.83999633789065,184.8600006103516,186.7400054931641,183.9615173339844,29175600.0,QQQ,0.011537945860356613
2018-08-30,186.3800048828125,187.5200042724609,185.7899932861328,186.41000366210935,183.63641357421875,29315500.0,QQQ,-0.0017672378684255863
2018-08-31,186.17999267578125,187.17999267578125,185.97999572753903,186.6499938964844,183.87283325195312,28653200.0,QQQ,0.0012874335385493207
2018-09-04,186.0800018310547,186.3999938964844,184.8500061035156,185.8500061035156,183.0847625732422,29063500.0,QQQ,-0.0042859549438228894
2018-09-05,185.5200042724609,185.5500030517578,182.82000732421875,183.4499969482422,180.720458984375,42623300.0,QQQ,-0.012913710325409333
2018-09-06,183.52999877929688,183.75,180.5800018310547,181.80999755859372,179.10487365722656,46091400.0,QQQ,-0.008939692474376204
2018-09-07,180.5,182.6699981689453,180.44000244140625,181.1100006103516,178.41526794433594,46629500.0,QQQ,-0.0038502900496745207
2018-09-10,182.1499938964844,182.25,180.72999572753903,181.72000122070312,179.0161895751953,26132000.0,QQQ,0.003368106540337479
2018-09-11,180.9900054931641,183.4199981689453,180.5200042724609,183.1199951171875,180.39537048339844,30116500.0,QQQ,0.007704224469730514
2018-09-12,182.8500061035156,182.97999572753903,181.00999450683597,182.5800018310547,179.86341857910156,36204000.0,QQQ,-0.002948811285297559
2018-09-13,183.72000122070312,184.8800048828125,183.63999938964844,184.52999877929688,181.78440856933597,31133200.0,QQQ,0.010680270648750989
2018-09-14,184.66000366210935,184.9499969482422,183.25999450683597,183.9900054931641,181.2524261474609,31224100.0,QQQ,-0.0029264469162224582
2018-09-17,183.67999267578125,183.80999755859372,181.1699981689453,181.33999633789065,178.64186096191406,33071200.0,QQQ,-0.01440292547269395
2018-09-18,181.4900054931641,183.72999572753903,181.3999938964844,182.83999633789065,180.11952209472656,31877300.0,QQQ,0.008271639832097
2018-09-19,182.8699951171875,183.3000030517578,181.50999450683597,182.6999969482422,179.9816436767578,31843400.0,QQQ,-0.0007654829213694647
2018-09-20,183.9600067138672,184.97000122070312,183.5200042724609,184.72000122070312,181.9715881347656,33295800.0,QQQ,0.011056374513290113
2018-09-21,185.22000122070312,185.47999572753903,183.47999572753903,183.7100067138672,180.9766082763672,38605400.0,QQQ,-0.005467775868733593
2018-09-24,182.0500030517578,183.9600067138672,181.3000030517578,183.88999938964844,181.4799041748047,34945600.0,QQQ,0.002780999728257294
2018-09-25,183.80999755859372,184.27999877929688,183.17999267578125,184.13999938964844,181.72662353515625,25277500.0,QQQ,0.0013594858421013267
2018-09-26,184.3000030517578,185.9900054931641,183.91000366210935,184.2700042724609,181.8549346923828,36210600.0,QQQ,0.0007060669192575642
2018-09-27,185.0200042724609,186.4900054931641,184.9199981689453,185.8300018310547,183.39447021484372,33113300.0,QQQ,0.008465734103202172
2018-09-28,185.30999755859372,186.27999877929688,184.97000122070312,185.7899932861328,183.3550262451172,28076800.0,QQQ,-0.00021507720314750678
2018-10-01,186.8699951171875,187.52999877929688,185.6999969482422,186.1699981689453,183.7300262451172,27371300.0,QQQ,0.0020452125457346426
2018-10-02,186.00999450683597,187.17999267578125,185.32000732421875,185.75,183.31553649902344,25618600.0,QQQ,-0.002255971735075968
2018-10-03,186.52999877929688,186.97000122070312,185.66000366210935,185.9499969482422,183.51292419433597,29128700.0,QQQ,0.0010767646817191334
2018-10-04,185.1999969482422,185.32000732421875,181.05999755859372,182.3800048828125,179.98971557617188,80557300.0,QQQ,-0.019198694771127345
2018-10-05,182.3600006103516,182.97000122070312,178.42999267578125,180.1499938964844,177.78890991210938,83325600.0,QQQ,-0.012227396754405762
2018-10-08,179.52000427246094,180.63999938964844,176.92999267578125,179.0500030517578,176.70335388183594,66864500.0,QQQ,-0.006105870331338914
2018-10-09,179.17999267578125,181.0200042724609,178.75,179.6300048828125,177.2757568359375,49097900.0,QQQ,0.0032393440278690733
2018-10-10,178.50999450683594,178.6199951171875,171.5,171.72999572753906,169.47926330566406,114471100.0,QQQ,-0.043979468312121295
2018-10-11,171.02000427246094,173.39999389648438,167.80999755859375,169.60000610351562,167.377197265625,143084500.0,QQQ,-0.01240308695611858
2018-10-12,174.1699981689453,174.86000061035156,170.92999267578125,174.32000732421875,172.0353240966797,102078400.0,QQQ,0.027830116091992485
2018-10-15,173.7100067138672,174.0399932861328,171.55999755859375,172.2100067138672,169.95298767089844,64885300.0,QQQ,-0.012104121271111934
2018-10-16,174.02000427246094,177.64999389648438,173.6999969482422,177.22000122070312,174.8973388671875,71979700.0,QQQ,0.029092464122274952
2018-10-17,178.0800018310547,178.25999450683594,175.47000122070312,177.2899932861328,174.96640014648438,66987600.0,QQQ,0.0003948675248244271
2018-10-18,176.6199951171875,176.67999267578125,172.44000244140625,173.17999267578125,170.9102783203125,82486200.0,QQQ,-0.02318228998696914
2018-10-19,174.5800018310547,176.07000732421875,172.38999938964844,173.02000427246094,170.75238037109375,82923700.0,QQQ,-0.000923864560812615
2018-10-22,174.05999755859375,175.25,172.58999633789062,173.91000366210938,171.63070678710938,52909300.0,QQQ,0.005143860449305482
2018-10-23,170.63999938964844,174.1300048828125,168.82000732421875,173.27000427246094,170.99908447265625,77567000.0,QQQ,-0.0036801241821872166
2018-10-24,173.07000732421875,173.36000061035156,165.0399932861328,165.33999633789062,163.17300415039062,102997400.0,QQQ,-0.045766796625844264
2018-10-25,167.91000366210938,172.0800018310547,167.16000366210938,171.05999755859375,168.81805419921875,83481100.0,QQQ,0.03459549009482776
2018-10-26,165.1999969482422,169.9600067138672,164.22999572753906,166.66000366210938,164.47572326660156,130970900.0,QQQ,-0.02572195819466616
